date,portfolio_return,equity,drawdown,vol_20d,var_95_loss_20d,es_95_loss_20d,var_breach
2015-02-02,0.005747309622859632,1.0137325620397546,-0.011773229269632535,0.09797349711761845,0.007211349974777901,0.011100088062555424,0
2015-02-03,0.0038136913492075883,1.0175986251420155,-0.008004437383043017,0.09413788155231209,0.005682092027163427,0.011100088062555424,0
2015-02-04,-0.0008722224803163869,1.0167110527452277,-0.00886967821313156,0.09291973174388168,0.005682092027163427,0.011100088062555424,0
2015-02-05,0.005245877540069877,1.0220445944215646,-0.0036703299187875738,0.09111797405369501,0.005682092027163427,0.011100088062555424,0
2015-02-06,-0.009462827765124327,1.012373162456277,-0.0130984259840492,0.09218175008036847,0.009544690779995882,0.011100088062555424,0
2015-02-09,-0.0023205581980117683,1.010023891614692,-0.015388588522262658,0.0923457686400514,0.009544690779995882,0.011100088062555424,0
2015-02-10,0.00685619241521907,1.0169488097595707,-0.008637903230950816,0.09394004662682723,0.009544690779995882,0.011100088062555424,0
2015-02-11,-0.00017097241511898056,1.0167749395655137,-0.00880739880289294,0.09355656216909432,0.009544690779995882,0.011100088062555424,0
2015-02-12,0.007189397650535335,1.0240849389271491,-0.001681321044618489,0.09487740849686858,0.009544690779995882,0.011100088062555424,0
2015-02-13,0.003499958986048879,1.0276691942116245,0.0,0.09457086345604178,0.009544690779995882,0.011100088062555424,0
2015-02-17,-0.0038532893041066047,1.023709287497409,-0.0038532893041066663,0.09243262200677527,0.009544690779995882,0.011100088062555424,0
2015-02-18,0.0017763526920482997,1.0255277562461298,-0.002083781412887009,0.08946624628796672,0.009544690779995882,0.011100088062555424,0
2015-02-19,-0.00030956581640271814,1.0252102879090237,-0.0023927021617955457,0.08942490578142881,0.009544690779995882,0.011100088062555424,0
2015-02-20,0.0039920847301690215,1.0293030142445976,0.0,0.07955160425414205,0.009544690779995882,0.011100088062555424,0
2015-02-23,0.002161457241297171,1.0315278086982256,0.0,0.07978887570852257,0.009544690779995882,0.011100088062555424,0
2015-02-24,0.0031054753000798853,1.0347311928294833,0.0,0.08011345151070742,0.009544690779995882,0.011100088062555424,0
2015-02-25,0.00013467455362945456,1.034870544791004,0.0,0.06736455303201745,0.0056002290122918715,0.009462827765124327,0
2015-02-26,-0.0005198802728754947,1.0343325360097873,-0.0005198802728755281,0.06321588578422653,0.00413376622715749,0.009462827765124327,0
2015-02-27,-0.001307608384250547,1.0329800341135977,-0.0018268088573224484,0.06377726494724612,0.00413376622715749,0.009462827765124327,0
2015-03-02,0.0018237575244204611,1.0348639392233885,-6.382989301223496e-06,0.06310470518801133,0.00413376622715749,0.009462827765124327,0
2015-03-03,-0.003856525464493671,1.0308729600894873,-0.0038628838376341124,0.06338862987174033,0.004136840579525203,0.009462827765124327,0
2015-03-04,-0.0032637244213021555,1.0275084748343832,-0.007114000870618642,0.0639699433738368,0.004136840579525203,0.009462827765124327,0
2015-03-05,0.000629909859997585,1.0281557125539125,-0.0064885721899135,0.0637668362835123,0.004136840579525203,0.009462827765124327,0
2015-03-06,-0.016431767023345735,1.0112612974215045,-0.02281372050672048,0.08542254929820285,0.009811274728035396,0.016431767023345735,1
2015-03-09,0.004055993764925936,1.015362966938557,-0.018850259049924545,0.07994704650880852,0.004485287542436273,0.016431767023345735,0
2015-03-10,-0.010822011383224923,1.004374697352243,-0.029468272715134525,0.0886650459714345,0.011102499165230964,0.016431767023345735,0
2015-03-11,-0.002476721717988483,1.0018871407263126,-0.031872009722097694,0.08482858452606408,0.011102499165230964,0.016431767023345735,0
2015-03-12,0.0069083100906655375,1.0088084877703,-0.02518388135780525,0.08906590502247337,0.011102499165230964,0.016431767023345735,0
2015-03-13,-0.004001002084456478,1.0047722429079136,-0.029084122680454683,0.08523032843047593,0.011102499165230964,0.016431767023345735,0
2015-03-16,0.01056703439985661,1.0153897057627426,-0.018824421205452024,0.09340983771572058,0.011102499165230964,0.016431767023345735,0
2015-03-17,-0.0002804907556941518,1.0151048983368491,-0.019099631885016732,0.0926090050945014,0.011102499165230964,0.016431767023345735,0
2015-03-18,0.013591192827401288,1.0289013847501849,-0.005768025837497026,0.10497207138522506,0.011102499165230964,0.016431767023345735,0
