date,GLD,QQQ,SPY,TLT
2015-01-05,0.015077149308345472,-0.014668953070393842,-0.01805969162662635,0.01570873750940982
2015-01-06,0.011398960794795965,-0.013408330538841828,-0.009418687947810533,0.018017375002784775
2015-01-07,-0.005891414149803764,0.012891057859477195,0.012461125652319716,-0.0019752361923986994
2015-01-08,-0.004208518959763041,0.019139865233885445,0.017745103141544316,-0.013243381715925762
2015-01-09,0.011385196369056105,-0.006582560581976593,-0.008013768435406687,0.010952937813136332
2015-01-12,0.011086435260788896,-0.010427075790587326,-0.007833625401835964,0.005721903688811647
2015-01-13,-0.003373767752371193,-0.00029553284400440916,-0.002812267306755545,0.0
2015-01-14,-0.0016080097792615655,-0.005515740959975424,-0.0060373070019030806,0.00758608592828347
2015-01-15,0.025175902263039784,-0.012975530559942494,-0.009160961363483766,0.01573606821651219
2015-01-16,0.013064281211881523,0.011740881094081557,0.013114399618351813,-0.012749335029044517
2015-01-20,0.013712049879254229,0.007935089273452878,0.002132879368921481,0.013289069398936926
2015-01-21,0.00024159749942587183,0.005117137338444433,0.005047941301324688,-0.01155907882976992
2015-01-22,0.008049585228834255,0.01850371666767936,0.014871053983338323,-0.003598125081090253
2015-01-23,-0.007985306821000182,0.002211127512548039,-0.005483127747247574,0.013918358347794424
2015-01-26,-0.00998152990144685,-0.0011510865465450548,0.0023417876871203447,-0.003042196465236957
2015-01-27,0.011464376669647391,-0.025926668528477248,-0.013190412748657399,0.001562807300024005
2015-01-28,-0.007877840393190949,-0.005126054998495833,-0.012824279947881712,0.01634846797726608
2015-01-29,-0.021552390797103027,0.009611490240765352,0.009243681045491448,-0.006580457041722387
2015-01-30,0.022275544587827323,-0.007753522178786887,-0.012575330537380136,0.017737257776309523
2015-02-02,-0.008343449208254805,0.008704408033131106,0.012384378973936627,-0.0037749799694408726
2015-02-03,-0.01119094214735139,0.009609736193347151,0.014461071662154712,-0.02116677901037156
2015-02-04,0.0043783458565487265,-0.000874134878480648,-0.003807797372935573,0.0017092336927981844
2015-02-05,0.0017272502164005221,0.008651776565028912,0.010095267047773193,-0.010978998540054352
2015-02-06,-0.025864204796777424,-0.006071925760174568,-0.002765724486271881,-0.0177021968203106
2015-02-09,0.004467285755423989,-0.0031998515247039228,-0.004475478465156946,-0.0016033614523427442
2015-02-10,-0.0058739360493219595,0.015564266627805967,0.010652980641736365,-0.007954596149459814
2015-02-11,-0.011817350480741395,0.003639822857351094,0.0005802826512280035,0.0018504682619713275
2015-02-12,0.0023062837940568404,0.011643529593180046,0.00961684040630506,-0.0033089330603282008
2015-02-13,0.005454295543013465,0.00858515941276794,0.004116295167238437,-0.010268341574192652
2015-02-17,-0.016697755252160107,0.0009347642152013336,0.001573338077347941,-0.015055936745214438
2015-02-18,0.002844532329829841,0.001402037045927118,9.523848670323076e-05,0.005939775560762639
2015-02-19,-0.0034381460295277444,0.004945763463331865,-0.0007140020123226343,-0.006613147640293748
2015-02-20,-0.005692631086866795,0.0066860816274711965,0.006000764654916058,0.002932326953275055
2015-02-23,0.0013011929863573357,0.0010145410932709265,-0.0001423109877826123,0.011458935736502252
2015-02-24,-0.0014727381832786435,0.0007371904849819977,0.0028407088931101665,0.013126302165553438
2015-02-25,0.0038174111040851777,-0.0024862900031791257,-0.0008494863262371588,0.0043182961297685285
2015-02-26,0.0031979494930109986,0.005077294098480234,-0.0011814530196383455,-0.013667864790105844
2015-02-27,0.0007754283408443197,-0.004408517776874232,-0.0034062478186114298,0.00840754550086431
2015-03-02,-0.004132260173905,0.009040292707662934,0.006313553899935043,-0.018626085478444576
2015-03-03,-0.0018153447779967191,-0.004662516568110897,-0.004103923769264939,-0.0036259951310327887
2015-03-04,-0.0031176981600916642,-0.0038578270225526623,-0.004215444159138437,0.00031637382088511856
