date,GLD,QQQ,SPY,TLT
2015-05-01,113.08000183105469,100.64129638671875,175.7635498046875,92.68633270263672
2015-05-04,114.0999984741211,100.80740356445312,176.2639923095703,91.81181335449219
2015-05-05,114.41999816894531,99.1646728515625,174.24546813964844,91.68474578857422
2015-05-06,114.36000061035156,98.48175048828125,173.52809143066406,90.11507415771484
2015-05-07,113.41999816894531,99.07240295410156,174.2204132080078,91.32594299316406
2015-05-08,113.97000122070312,100.30905151367188,176.51425170898438,91.57260131835938
2015-05-11,113.52999877929688,99.92143249511719,175.67181396484375,89.34516906738281
2015-05-12,114.5,99.46920013427734,175.14630126953125,89.57684326171875
2015-05-13,116.55000305175781,99.6722640991211,175.17965698242188,88.85932159423828
2015-05-14,117.18000030517578,101.13040924072266,177.00634765625,89.09848022460938
2015-05-15,117.52999877929688,101.13040924072266,177.1981964111328,90.88491821289062
2015-05-18,117.5199966430664,101.57337188720703,177.74871826171875,89.36011505126953
2015-05-19,115.88999938964844,101.462646484375,177.69032287597656,88.5677719116211
2015-05-20,116.08000183105469,101.52725219726562,177.56520080566406,88.71726989746094
2015-05-21,115.69000244140625,102.0533218383789,178.08238220214844,89.95806884765625
2015-05-22,115.5999984741211,101.95178985595703,177.65696716308594,89.99544525146484
2015-05-26,113.91000366210938,100.77972412109375,175.74681091308594,91.53526306152344
2015-05-27,113.88999938964844,102.4040298461914,177.41506958007812,91.7445068359375
2015-05-28,114.0199966430664,102.17327880859375,177.21487426757812,91.52027893066406
2015-05-29,114.0999984741211,101.5641860961914,176.11383056640625,91.72215270996094
2015-06-01,114.0,101.90565490722656,176.47254943847656,90.7363052368164
2015-06-02,114.45999908447266,101.58263397216797,176.29734802246094,89.47035217285156
2015-06-03,113.63999938964844,101.88719177246094,176.76451110839844,88.0321044921875
2015-06-04,112.83999633789062,101.11194610595703,175.27142333984375,89.17823028564453
2015-06-05,112.23999786376953,100.87200927734375,174.97109985351562,88.09205627441406
2015-06-08,112.56999969482422,99.84758758544922,173.89515686035156,87.99462890625
2015-06-09,112.81999969482422,99.68147277832031,173.87010192871094,87.29802703857422
2015-06-10,113.77999877929688,101.04736328125,175.95538330078125,86.53397369384766
2015-06-11,113.26000213623047,101.19502258300781,176.52255249023438,88.3542709350586
2015-06-12,113.2300033569336,100.36441802978516,175.1713104248047,88.3542709350586
2015-06-15,113.7300033569336,99.86607360839844,174.4205780029297,88.49656677246094
2015-06-16,113.31999969482422,100.41059875488281,175.37149047851562,89.19318389892578
2015-06-17,113.8499984741211,100.68743896484375,175.6551055908203,88.50405883789062
2015-06-18,115.31999969482422,102.15483093261719,177.48182678222656,88.06954956054688
2015-06-19,115.12000274658203,101.6497573852539,176.69393920898438,89.20073699951172
2015-06-22,113.63999938964844,102.3990478515625,177.59913635253906,87.38043975830078
2015-06-23,112.88999938964844,102.4822769165039,177.72488403320312,86.85603332519531
2015-06-24,112.58999633789062,101.95503234863281,176.43411254882812,87.60514068603516
2015-06-25,112.44000244140625,101.75151824951172,175.8976287841797,87.29802703857422
2015-06-26,112.55999755859375,101.07626342773438,175.8641815185547,86.31672668457031
2015-06-29,113.06999969482422,98.68973541259766,172.1762237548828,88.60142517089844
2015-06-30,112.37000274658203,99.04124450683594,172.53662109375,87.98719787597656
2015-07-01,111.9800033569336,99.82748413085938,173.91952514648438,86.79951477050781
2015-07-02,111.76000213623047,99.85523223876953,173.76031494140625,87.08480072021484
2015-07-06,112.05999755859375,99.6240005493164,173.26585388183594,88.69888305664062
2015-07-07,110.76000213623047,99.8737564086914,174.3553924560547,89.53221893310547
2015-07-08,111.08999633789062,98.13472747802734,171.43026733398438,90.30542755126953
2015-07-09,111.36000061035156,98.0792465209961,171.74034118652344,88.52618408203125
2015-07-10,111.48999786376953,99.57772064208984,173.90283203125,87.12232208251953
2015-07-13,110.98999786376953,101.32604217529297,175.82223510742188,86.85209655761719
2015-07-14,110.73999786376953,101.99201202392578,176.58499145507812,87.1373291015625
2015-07-15,110.16000366210938,102.10302734375,176.5263214111328,88.06076049804688
2015-07-16,109.76000213623047,103.54605102539062,177.9428253173828,88.66885375976562
2015-07-17,108.6500015258789,105.07231903076172,178.0936737060547,89.12680053710938
2015-07-20,105.69999694824219,105.43309020996094,178.1858367919922,88.75142669677734
2015-07-21,105.37000274658203,105.36835479736328,177.4818572998047,89.23190307617188
2015-07-22,104.80000305175781,104.17506408691406,177.1632843017578,89.78739929199219
2015-07-23,104.33000183105469,103.78652954101562,176.1658935546875,90.90603637695312
2015-07-24,105.3499984741211,102.76905822753906,174.33865356445312,91.13121032714844
2015-07-27,104.86000061035156,101.91805267333984,173.32449340820312,91.61922454833984
2015-07-28,105.0199966430664,102.79680633544922,175.45350646972656,90.95109558105469
2015-07-29,105.16999816894531,103.18528747558594,176.660400390625,90.6132583618164
2015-07-30,104.2699966430664,103.67554473876953,176.7023162841797,91.31138610839844
2015-07-31,104.93000030517578,103.5553207397461,176.43411254882812,91.9870834350586
2015-08-03,104.0999984741211,103.23152923583984,175.8389892578125,92.95537567138672
2015-08-04,104.30999755859375,103.03727722167969,175.49533081054688,92.21804809570312
2015-08-05,103.93000030517578,103.83283996582031,176.0736846923828,91.52589416503906
2015-08-06,104.38999938964844,102.16777801513672,174.63204956054688,92.3384780883789
2015-08-07,104.6500015258789,102.03826141357422,174.29676818847656,93.54971313476562
2015-08-10,105.72000122070312,103.20378875732422,176.4927978515625,92.39107513427734
2015-08-11,106.26000213623047,101.88101196289062,174.9002227783203,93.85821533203125
2015-08-12,107.75,102.23252868652344,175.1097869873047,93.34663391113281
2015-08-13,106.86000061035156,102.0660171508789,174.891845703125,93.045654296875
2015-08-14,106.8499984741211,102.22327423095703,175.5288543701172,93.26383972167969
2015-08-17,107.12999725341797,103.07430267333984,176.50955200195312,93.68516540527344
2015-08-18,107.11000061035156,102.54705047607422,175.99822998046875,92.94786834716797
2015-08-19,108.55000305175781,101.87178039550781,174.60691833496094,93.86573791503906
2015-08-20,110.44000244140625,99.0505142211914,170.9608917236328,94.8137435913086
2015-08-21,111.12999725341797,94.7214126586914,165.8144989013672,95.099609375
2015-08-24,110.52999877929688,91.07685852050781,158.83261108398438,95.06954193115234
2015-08-25,109.16000366210938,90.734619140625,156.9635009765625,93.5422134399414
2015-08-26,107.66999816894531,95.30419158935547,162.98995971679688,91.7365493774414
2015-08-27,107.7300033569336,97.71844482421875,167.02146911621094,91.7891845703125
2015-08-28,108.69999694824219,97.699951171875,167.02980041503906,92.06006622314453
2015-08-31,108.81999969482422,96.48820495605469,165.68038940429688,91.3528823852539
2015-09-01,109.19999694824219,93.47264862060547,160.73519897460938,92.01106262207031
2015-09-02,108.62000274658203,96.10895538330078,163.78616333007812,91.21936798095703
2015-09-03,107.83999633789062,95.63719177246094,163.90353393554688,91.6642837524414
2015-09-04,107.48999786376953,94.4994125366211,161.42250061035156,92.50115966796875
2015-09-08,107.5199966430664,97.16344451904297,165.47923278808594,91.13640594482422
2015-09-09,106.12999725341797,96.07193756103516,163.26646423339844,91.57369232177734
2015-09-10,106.37999725341797,97.11719512939453,164.15493774414062,90.9554672241211
2015-09-11,106.16000366210938,97.65372467041016,164.9009246826172,91.52852630615234
2015-09-14,106.22000122070312,97.35771942138672,164.28904724121094,91.67178344726562
2015-09-15,105.9000015258789,98.50471496582031,166.34251403808594,89.91497039794922
2015-09-16,107.30999755859375,99.05975341796875,167.7841796875,89.57567596435547
2015-09-17,108.41000366210938,99.09674072265625,167.4071044921875,90.66893768310547
2015-09-18,109.20999908447266,97.68729400634766,164.6713409423828,92.06382751464844
2015-09-21,108.52999877929688,97.9933090209961,165.52232360839844,90.56333923339844
2015-09-22,107.79000091552734,96.52820587158203,163.37384033203125,91.82255554199219
2015-09-23,108.22000122070312,96.6023941040039,163.11268615722656,91.81507873535156
2015-09-24,110.48999786376953,96.25005340576172,162.52288818359375,92.44084167480469
2015-09-25,109.80999755859375,95.43403625488281,162.48080444335938,91.64161682128906
2015-09-28,108.41999816894531,92.71715545654297,158.4029541015625,93.20993041992188
2015-09-29,107.9800033569336,92.2350082397461,158.49569702148438,93.47383117675781
2015-09-30,106.86000061035156,94.35843658447266,161.45291137695312,93.14959716796875
2015-10-01,106.7300033569336,94.78495025634766,161.8741455078125,93.54705047607422
2015-10-02,108.98999786376953,96.44475555419922,164.29222106933594,94.11369323730469
2015-10-05,108.7699966430664,97.82637023925781,167.21572875976562,92.83682250976562
2015-10-06,109.86000061035156,97.36274719238281,166.64285278320312,93.23725128173828
2015-10-07,109.69999694824219,97.9469223022461,168.00778198242188,92.9275131225586
2015-10-08,109.13999938964844,98.33638000488281,169.52432250976562,92.14927673339844
2015-10-09,110.87000274658203,98.781494140625,169.62539672851562,92.39097595214844
2015-10-12,111.30999755859375,99.02256774902344,169.78546142578125,93.09371185302734
2015-10-13,111.86000061035156,98.38272857666016,168.7154541015625,93.25238800048828
2015-10-14,113.80999755859375,98.22509002685547,167.90664672851562,94.06841278076172
2015-10-15,113.29000091552734,99.83853912353516,170.4847869873047,93.60749053955078
2015-10-16,112.48999786376953,100.25580596923828,171.25987243652344,93.6377182006836
2015-10-19,112.0199966430664,100.83072662353516,171.34414672851562,93.38084411621094
2015-10-20,112.7300033569336,100.31146240234375,171.12506103515625,92.80660247802734
2015-10-21,111.7300033569336,99.69944763183594,170.0635223388672,93.72837829589844
2015-10-22,111.69000244140625,101.73015594482422,172.93650817871094,93.88704681396484
2015-10-23,111.5,104.57685852050781,174.8322296142578,93.08612060546875
2015-10-26,111.43000030517578,104.64178466796875,174.4025115966797,93.7057113647461
2015-10-27,111.68000030517578,104.85507202148438,174.0655059814453,93.93993377685547
2015-10-28,110.77999877929688,105.72669219970703,176.04541015625,93.56214904785156
2015-10-29,109.72000122070312,105.55976104736328,175.94432067871094,92.07369232177734
2015-10-30,109.30000305175781,105.08686828613281,175.18606567382812,92.76883697509766
2015-11-02,108.58999633789062,106.27375793457031,177.2586669921875,92.342529296875
2015-11-03,106.9800033569336,106.6446762084961,177.77261352539062,91.58526611328125
2015-11-04,105.97000122070312,106.65391540527344,177.23338317871094,91.6912841796875
2015-11-05,105.63999938964844,106.36651611328125,177.05645751953125,91.44898223876953
2015-11-06,104.0999984741211,106.44068145751953,176.9637451171875,90.10873413085938
2015-11-09,104.4000015258789,105.30940246582031,175.3124237060547,89.60140228271484
2015-11-10,104.18000030517578,105.04051208496094,175.71685791015625,89.866455078125
2015-11-11,103.83000183105469,104.91070556640625,175.0259552001953,89.67709350585938
2015-11-12,103.8499984741211,103.89070129394531,172.58265686035156,90.10873413085938
2015-11-13,103.55999755859375,101.8507080078125,170.6448516845703,90.62361907958984
2015-11-16,103.70999908447266,103.31576538085938,173.23977661132812,90.54034423828125
2015-11-17,102.33999633789062,103.38067626953125,173.11343383789062,90.69175720214844
2015-11-18,102.43000030517578,105.36502838134766,175.8600616455078,90.88107299804688
2015-11-19,103.55999755859375,105.4392318725586,175.70843505859375,91.48686981201172
2015-11-20,103.08999633789062,106.15323638916016,176.3487548828125,91.2066650390625
2015-11-23,102.26000213623047,105.84722137451172,176.14654541015625,91.48686981201172
2015-11-24,102.94000244140625,105.75450134277344,176.3824005126953,91.47927856445312
2015-11-25,102.45999908447266,105.84722137451172,176.35716247558594,91.6912841796875
2015-11-27,101.25,105.9955825805664,176.5593719482422,91.6004409790039
2015-11-30,101.91999816894531,105.72669219970703,175.82638549804688,91.96392822265625
2015-12-01,102.27999877929688,106.78377532958984,177.50299072265625,93.20611572265625
2015-12-02,100.69000244140625,106.12540435791016,175.69158935546875,93.23639678955078
2015-12-03,101.76000213623047,104.32652282714844,173.23138427734375,90.70197296142578
2015-12-04,104.0199966430664,106.76521301269531,176.60995483398438,91.49874877929688
2015-12-07,102.66999816894531,106.28304290771484,175.53988647460938,92.38653564453125
2015-12-08,102.83999633789062,106.29231262207031,174.36038208007812,92.43207550048828
2015-12-09,102.63999938964844,104.67887115478516,173.00390625,92.33345794677734
2015-12-10,102.55000305175781,105.15176391601562,173.45045471191406,92.45481872558594
2015-12-11,103.11000061035156,102.73161315917969,170.0887451171875,93.91178131103516
2015-12-14,101.79000091552734,103.510498046875,170.94813537597656,92.69767761230469
2015-12-15,101.5199966430664,104.14105224609375,172.74273681640625,92.15132904052734
2015-12-16,102.75,105.6895980834961,175.27032470703125,91.95403289794922
2015-12-17,100.5,104.15034484863281,172.59947204589844,92.99363708496094
2015-12-18,102.04000091552734,102.15247344970703,169.524658203125,93.50957489013672
2015-12-21,103.1500015258789,103.28720092773438,170.92312622070312,93.48683166503906
2015-12-22,102.61000061035156,103.96617889404297,172.47402954101562,92.81147766113281
2015-12-23,102.30999755859375,104.73814392089844,174.60989379882812,92.11339569091797
2015-12-24,103.05000305175781,104.71954345703125,174.32171630859375,92.6410903930664
2015-12-28,102.2699966430664,104.66372680664062,173.9233856201172,92.91484832763672
2015-12-29,102.19999694824219,106.31002044677734,175.7794952392578,91.37122344970703
2015-12-30,101.41999816894531,105.35199737548828,174.5335235595703,91.27997589111328
2015-12-31,101.45999908447266,104.04057312011719,172.78762817382812,91.69059753417969
2016-01-04,102.88999938964844,101.84553527832031,170.37217712402344,92.3521499633789
2016-01-05,103.18000030517578,101.66883087158203,170.6603546142578,91.97957611083984
2016-01-06,104.66999816894531,100.6922378540039,168.5076141357422,93.2190170288086
2016-01-07,106.1500015258789,97.53917694091797,164.46485900878906,93.38629913330078
2016-01-08,105.68000030517578,96.73931121826172,162.6595916748047,93.8045654296875
2016-01-11,104.73999786376953,97.03693389892578,162.8206024169922,92.7779541015625
2016-01-12,104.20999908447266,98.162353515625,164.13426208496094,94.11630249023438
2016-01-13,104.72000122070312,94.77682495117188,160.04067993164062,95.04399871826172
2016-01-14,103.0199966430664,96.79511260986328,162.66806030273438,94.15434265136719
2016-01-15,104.08000183105469,93.79088592529297,159.17617797851562,95.62195587158203
2016-01-19,103.9800033569336,93.99551391601562,159.38809204101562,95.32530975341797
2016-01-20,105.37000274658203,93.70720672607422,157.34555053710938,96.32914733886719
2016-01-21,105.48999786376953,93.80023193359375,158.2269287109375,95.6751708984375
2016-01-22,105.0,96.51609802246094,161.47303771972656,95.31014251708984
2016-01-25,106.08000183105469,95.08375549316406,159.03213500976562,95.82719421386719
2016-01-26,107.29000091552734,95.9394302368164,161.20179748535156,95.87284851074219
2016-01-27,107.69000244140625,93.54908752441406,159.44737243652344,95.85005187988281
2016-01-28,106.54000091552734,94.86982727050781,160.27801513671875,95.98695373535156
2016-01-29,106.94999694824219,96.85090637207031,164.1851806640625,96.8005142211914
2016-02-01,108.05000305175781,97.11137390136719,164.1258087158203,96.50419616699219
2016-02-02,108.08999633789062,95.00933074951172,161.1678924560547,98.29454040527344
2016-02-03,109.25,94.55359649658203,162.1340789794922,97.47940063476562
2016-02-04,110.56999969482422,94.54426574707031,162.38833618164062,97.95169830322266
2016-02-05,112.31999969482422,91.26107025146484,159.2948760986328,98.06603240966797
2016-02-08,113.83000183105469,89.86592102050781,157.15057373046875,100.17631530761719
2016-02-09,113.58000183105469,89.58687591552734,157.15902709960938,100.28302001953125
2016-02-10,114.45999908447266,89.93101501464844,157.02346801757812,101.16676330566406
2016-02-11,119.05999755859375,89.80081176757812,154.9808807373047,101.8752670288086
2016-02-12,118.36000061035156,91.16803741455078,158.1760711669922,100.18397521972656
2016-02-16,114.7699966430664,93.22354888916016,160.84584045410156,99.1249771118164
2016-02-17,115.4800033569336,95.33489227294922,163.47323608398438,98.5155029296875
2016-02-18,118.29000091552734,94.24667358398438,162.8036651611328,99.72687530517578
2016-02-19,117.58000183105469,94.52567291259766,162.72735595703125,99.81065368652344
2016-02-22,115.48999786376953,96.0603256225586,165.08355712890625,99.75736236572266
2016-02-23,117.22000122070312,94.47917938232422,162.99864196777344,100.16112518310547
2016-02-24,117.61000061035156,95.3813705444336,163.7444305419922,99.9630355834961
2016-02-25,117.91999816894531,96.32077026367188,165.7276611328125,100.32108306884766
2016-02-26,117.11000061035156,96.19989013671875,165.3462677001953,99.35354614257812
2016-02-29,118.63999938964844,95.33489227294922,164.0496063232422,99.78778839111328
2016-03-01,117.7699966430664,98.3948745727539,167.90585327148438,98.03063201904297
2016-03-02,118.68000030517578,98.43209838867188,168.66014099121094,98.43527221679688
2016-03-03,120.7300033569336,98.2460708618164,169.32122802734375,98.79398345947266
2016-03-04,120.54000091552734,98.28326416015625,169.87210083007812,98.16046905517578
2016-03-07,121.13999938964844,97.67869567871094,170.00770568847656,98.12986755371094
2016-03-08,120.58000183105469,96.86953735351562,168.151611328125,99.21379852294922
2016-03-09,119.58000183105469,97.49268341064453,168.98219299316406,98.61076354980469
2016-03-10,121.5,97.3438949584961,169.11785888671875,98.20623016357422
2016-03-11,119.41000366210938,99.04595184326172,171.8468780517578,97.21394348144531
2016-03-14,117.87000274658203,99.21336364746094,171.62649536132812,97.51930236816406
2016-03-15,117.95999908447266,99.17616271972656,171.3468475341797,97.61090850830078
2016-03-16,120.58999633789062,100.05976867675781,172.33847045898438,97.90091705322266
2016-03-17,120.12999725341797,100.00393676757812,173.43179321289062,98.30547332763672
2016-03-18,119.80000305175781,100.16068267822266,174.11325073242188,98.51153564453125
2016-03-21,118.95999908447266,100.5524673461914,174.36033630371094,97.75592803955078
2016-03-22,119.30999755859375,100.86030578613281,174.2666778564453,97.73296356201172
2016-03-23,116.61000061035156,100.03008270263672,173.1165313720703,98.83977508544922
2016-03-24,116.33000183105469,100.05805206298828,173.03988647460938,98.87792205810547
2016-03-28,116.5999984741211,99.91815185546875,173.14215087890625,99.00774383544922
2016-03-29,118.76000213623047,101.52263641357422,174.74371337890625,100.04576110839844
2016-03-30,117.0999984741211,102.0170669555664,175.51046752929688,98.99238586425781
2016-03-31,117.63999938964844,101.86778259277344,175.08453369140625,99.69469451904297
2016-04-01,116.93000030517578,102.94992065429688,176.27716064453125,99.95474243164062
2016-04-04,116.1500015258789,102.55810546875,175.70635986328125,100.01593017578125
2016-04-05,117.66000366210938,101.56930541992188,173.9514923095703,101.10969543457031
2016-04-06,116.94000244140625,103.23908233642578,175.85121154785156,100.37542724609375
2016-04-07,118.61000061035156,101.75587463378906,173.7469482421875,101.6145248413086
2016-04-08,118.43000030517578,101.68121337890625,174.21554565429688,100.9720230102539
2016-04-11,120.02999877929688,101.30807495117188,173.80662536621094,100.84197998046875
2016-04-12,120.05000305175781,102.1570053100586,175.42527770996094,100.14595794677734
2016-04-13,118.7699966430664,103.46297454833984,177.19723510742188,100.497802734375
2016-04-14,117.11000061035156,103.47230529785156,177.20574951171875,100.01593017578125
2016-04-15,117.91999816894531,103.21112060546875,177.00982666015625,100.87256622314453
2016-04-18,117.73999786376953,103.7614974975586,178.25364685058594,100.43663787841797
2016-04-19,119.58000183105469,103.12714385986328,178.81581115722656,100.12300872802734
2016-04-20,118.97000122070312,103.21112060546875,178.9862518310547,99.0215835571289
2016-04-21,119.41999816894531,103.22042846679688,178.0235595703125,98.43260955810547
2016-04-22,117.88999938964844,101.66256713867188,178.0235595703125,98.18018341064453
2016-04-25,118.2300033569336,101.66256713867188,177.7169189453125,97.77481079101562
2016-04-26,118.69999694824219,101.16815948486328,177.98098754882812,97.33119201660156
2016-04-27,119.04000091552734,100.3565673828125,178.34732055664062,98.30259704589844
2016-04-28,121.29000091552734,99.14387512207031,176.72869873046875,98.70796966552734
2016-04-29,123.6500015258789,98.62146759033203,175.7745361328125,98.96037292480469
2016-05-02,123.23999786376953,99.55433654785156,177.171630859375,97.96405029296875
2016-05-03,122.95999908447266,98.63077545166016,175.62966918945312,99.19795227050781
2016-05-04,122.20999908447266,97.99645233154297,174.65005493164062,99.74211120605469
2016-05-05,122.06999969482422,97.96845245361328,174.61593627929688,100.40894317626953
2016-05-06,123.18000030517578,98.4908676147461,175.25485229492188,99.97976684570312
2016-05-09,120.6500015258789,98.77069854736328,175.39968872070312,100.29396057128906
2016-05-10,120.9800033569336,100.12337493896484,177.58055114746094,100.30159759521484
2016-05-11,122.12000274658203,99.21849060058594,175.9193572998047,100.8687515258789
2016-05-12,121.16000366210938,98.7800521850586,175.97047424316406,100.40894317626953
2016-05-13,121.70999908447266,98.416259765625,174.43701171875,101.38226318359375
2016-05-16,121.80000305175781,99.6475830078125,176.1578826904297,100.50853729248047
2016-05-17,122.22000122070312,98.39759063720703,174.51373291015625,100.67716979980469
2016-05-18,120.0999984741211,98.75205993652344,174.5648193359375,99.24397277832031
2016-05-19,119.87000274658203,98.239013671875,173.95997619628906,99.67317199707031
2016-05-20,119.70999908447266,99.32109832763672,175.0589599609375,99.7497787475586
2016-05-23,119.37000274658203,99.19049835205078,174.82041931152344,99.97203063964844
2016-05-24,117.30000305175781,101.17747497558594,177.08645629882812,99.52753448486328
2016-05-25,116.9800033569336,101.90509033203125,178.28770446777344,99.15198516845703
2016-05-26,116.58000183105469,102.20362854003906,178.33880615234375,99.66548156738281
2016-05-27,115.62000274658203,102.7353515625,179.1055145263672,99.51983642578125
2016-05-31,116.05999755859375,102.93126678466797,178.7647705078125,99.75747680664062
2016-06-01,115.94000244140625,102.94056701660156,179.1310577392578,100.1622085571289
2016-06-02,115.66999816894531,103.1551513671875,179.67630004882812,100.88409423828125
2016-06-03,118.87999725341797,102.6700668334961,179.13954162597656,102.3201904296875
2016-06-06,118.91999816894531,103.04318237304688,180.0511016845703,101.55994415283203
